1,4,5,6,11,13,14,15,18,19,20,22,24,26,29,41,43,45,46,49,52,53,54,56,57,62,63,65,66,67,69,70,72,73,76,77,79,80,81,87,88,89,91,92,94,96,97,98,99
13.02162,136.7269,182.30246,65.10814,39.064824,143.237754,71.61883,156.259376,84.640438,91.15124,32.554042,58.597453,71.61885,26.043227,13.02163,214.856484,123.705244,182.302492,143.237647,208.34565,123.705306,117.194508,208.346205,39.064914,110.683716,143.237726,65.108128,39.065526,91.151334,175.791736,188.81397,91.151342,19.532473,78.129748,123.705354,169.281658,71.61968,130.21762,136.726964,6.510888,52.086489,136.72698,97.662184,71.618986,123.706245,182.302497,65.108196,6.510899,110.68362
208.34564,253.92175,84.64046,182.30317,299.496824,143.237628,182.303915,169.280976,52.086419,169.28282,136.727031,149.748653,266.94285,208.345897,279.96473,117.194442,247.410884,91.151292,169.280894,104.17285,169.281383,182.302994,26.04331,260.432114,208.346238,149.748526,227.878128,175.791732,169.281537,117.194468,84.64054,71.619581,221.367346,143.238414,130.21754,169.288678,253.92136,97.662162,97.662164,240.899776,104.172978,84.64058,260.432184,32.554186,169.28099,45.575697,156.259396,260.432198,169.28091
3e-112,2.9999999999999997e-115,3e-116,3.0000000000000003e-117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143.23764,468.7777,195.3252,195.3254,403.669624,273.453628,143.23763,286.475232,117.194438,169.28084,104.172842,273.453646,312.51845,117.194454,247.41046,312.518484,286.475288,195.32492,273.453694,234.3889,247.410506,234.388908,78.12971,234.388914,299.496916,273.453726,299.496928,234.388932,221.367334,247.410536,182.30254,143.237742,169.280946,182.302548,195.32554,273.453756,442.73456,208.345762,169.280964,286.475376,104.172978,156.25938,429.712984,104.172986,208.34579,221.367394,143.237796,312.518598,403.66962
299.49684,208.3457,234.38892,221.36734,195.32424,156.259228,169.28083,156.259232,130.21638,195.3244,234.388842,234.388846,182.30245,182.302454,494.82086,169.280884,494.820888,338.561692,156.259294,286.4753,143.237706,143.237708,91.15131,481.799314,169.280916,156.259326,169.280928,143.237732,455.75734,325.5536,221.36734,260.43342,364.604946,429.712948,312.518554,156.259356,208.34576,494.820962,260.43364,494.820976,117.194578,299.49698,195.32584,169.280986,325.559,351.583394,260.43396,169.280998,195.3242
143.23764,117.1945,104.17292,104.17294,195.32424,208.345628,260.4323,221.367232,247.410438,91.15124,221.367242,130.21646,182.30245,234.388854,234.38886,156.259284,234.388888,195.32492,91.151294,130.217,195.32506,182.302508,260.4331,234.388914,143.237716,208.345726,104.172928,195.32532,117.194534,221.367336,104.17294,195.32542,169.280946,234.388948,195.32554,91.151356,117.19456,117.194562,104.172964,234.388976,312.518578,169.28098,104.172984,247.410586,208.34579,221.367394,195.32596,208.345798,117.19442
13.02164,169.2809,156.25932,169.28094,13.021624,182.302428,195.3243,182.302432,195.32438,234.38884,169.280842,182.302446,13.02165,182.302454,117.19446,221.367284,117.194488,13.021692,221.367294,182.3025,182.302506,182.302508,195.3251,13.021714,221.367316,182.302526,221.367328,494.820932,182.302534,117.194536,169.28094,182.302542,13.021746,195.32548,13.021754,221.367356,169.28096,182.302562,208.345764,117.194576,221.367378,208.34578,169.280984,195.32586,13.02179,13.021794,182.302596,182.302598,169.28082
221.36724,182.3025,182.30252,182.30254,117.194424,182.302428,182.30243,182.302432,182.302438,182.30244,182.302442,182.302446,130.2165,182.302454,182.30246,182.302484,182.302488,130.21692,182.302494,182.3025,182.302506,182.302508,182.30251,156.259314,182.302516,182.302526,182.302528,182.302532,182.302534,182.302536,182.30254,182.302542,104.172946,195.32548,130.21754,182.302556,182.30256,182.302562,182.302564,182.302576,182.302578,182.30258,182.302584,182.302586,143.23779,156.259394,182.302596,182.302598,182.30242
182.30244,182.3025,182.30252,182.30254,182.302424,182.302428,182.30243,182.302432,182.302438,182.30244,182.302442,182.302446,221.36725,182.302454,182.30246,182.302484,182.302488,78.129692,182.302494,195.325,182.302506,182.302508,182.30251,182.302514,182.302516,182.302526,182.302528,182.302532,182.302534,182.302536,182.30254,182.302542,221.367346,195.32548,78.129754,182.302556,182.30256,182.302562,182.302564,182.302576,182.302578,182.30258,182.302584,182.302586,91.15139,91.151394,182.302596,182.302598,182.30242
